Gattung,GewogenAm,TVDID,GewichtBezahlt,TVD,
640 - SPG Stierkalb,2017-05-26,120130239223,72,CH120130239223,
650 - SPG Kuhkalb,2017-05-26,120131493822,72,CH120131493822,
640 - SPG Stierkalb,2017-05-26,120135535757,73,CH120135535757,
650 - SPG Kuhkalb,2017-05-26,120135205513,73,CH120135205513,
650 - SPG Kuhkalb,2017-05-26,120131523604,73,CH120131523604,
640 - SPG Stierkalb,2017-05-26,120116876602,74,CH120116876602,
650 - SPG Kuhkalb,2017-05-26,120135896858,74,CH120135896858,
640 - SPG Stierkalb,2017-05-26,120135316141,75,CH120135316141,
640 - SPG Stierkalb,2017-05-26,120129803497,75,CH120129803497,
640 - SPG Stierkalb,2017-05-26,120133178871,75,CH120133178871,
640 - SPG Stierkalb,2017-05-26,120122369525,75,CH120122369525,
640 - SPG Stierkalb,2017-05-26,120124652359,75,CH120124652359,
640 - SPG Stierkalb,2017-05-26,120129168565,75,CH120129168565,
640 - SPG Stierkalb,2017-05-26,120132190478,75,CH120132190478,
640 - SPG Stierkalb,2017-05-26,120136897212,75,CH120136897212,
640 - SPG Stierkalb,2017-05-26,120063628880,75,CH120063628880,
640 - SPG Stierkalb,2017-05-26,120135538161,75,CH120135538161,
640 - SPG Stierkalb,2017-05-26,120130239155,75,CH120130239155,
640 - SPG Stierkalb,2017-05-26,120130239179,75,CH120130239179,
640 - SPG Stierkalb,2017-05-26,120130239148,75,CH120130239148,
640 - SPG Stierkalb,2017-05-26,120131523598,75,CH120131523598,
640 - SPG Stierkalb,2017-05-26,120132246410,75,CH120132246410,
640 - SPG Stierkalb,2017-05-26,120130682197,75,CH120130682197,
640 - SPG Stierkalb,2017-05-26,120129857346,75,CH120129857346,
640 - SPG Stierkalb,2017-05-26,120128045362,75,CH120128045362,
640 - SPG Stierkalb,2017-05-26,120136912564,75,CH120136912564,
640 - SPG Stierkalb,2017-05-26,120135403698,75,CH120135403698,
640 - SPG Stierkalb,2017-05-26,120132005017,75,CH120132005017,
640 - SPG Stierkalb,2017-05-26,120131709961,75,CH120131709961,
640 - SPG Stierkalb,2017-05-26,120126360351,75,CH120126360351,
640 - SPG Stierkalb,2017-05-26,120125219643,75,CH120125219643,
640 - SPG Stierkalb,2017-05-26,120133338121,75,CH120133338121,
640 - SPG Stierkalb,2017-05-26,120119119133,75,CH120119119133,
640 - SPG Stierkalb,2017-05-26,120131493808,75,CH120131493808,
640 - SPG Stierkalb,2017-05-26,120129618848,75,CH120129618848,
640 - SPG Stierkalb,2017-05-26,120136066120,75,CH120136066120,
640 - SPG Stierkalb,2017-05-26,120135487469,75,CH120135487469,
640 - SPG Stierkalb,2017-05-26,120135667595,75,CH120135667595,
640 - SPG Stierkalb,2017-05-26,120128371034,75,CH120128371034,
640 - SPG Stierkalb,2017-05-26,120135487308,75,CH120135487308,
640 - SPG Stierkalb,2017-05-26,120125775064,75,CH120125775064,
640 - SPG Stierkalb,2017-05-26,120135487322,75,CH120135487322,
650 - SPG Kuhkalb,2017-05-26,120135316134,75,CH120135316134,
650 - SPG Kuhkalb,2017-05-26,120135205520,75,CH120135205520,
650 - SPG Kuhkalb,2017-05-26,120135205506,75,CH120135205506,
650 - SPG Kuhkalb,2017-05-26,120127417610,75,CH120127417610,
650 - SPG Kuhkalb,2017-05-26,120129871977,75,CH120129871977,
650 - SPG Kuhkalb,2017-05-26,120130239193,75,CH120130239193,
650 - SPG Kuhkalb,2017-05-26,120131523567,75,CH120131523567,
650 - SPG Kuhkalb,2017-05-26,120131523581,75,CH120131523581,
650 - SPG Kuhkalb,2017-05-26,120130682173,75,CH120130682173,
650 - SPG Kuhkalb,2017-05-26,120134131547,75,CH120134131547,
650 - SPG Kuhkalb,2017-05-26,120134647796,75,CH120134647796,
650 - SPG Kuhkalb,2017-05-26,120129857339,75,CH120129857339,
650 - SPG Kuhkalb,2017-05-26,120129857353,75,CH120129857353,
650 - SPG Kuhkalb,2017-05-26,120132663941,75,CH120132663941,
650 - SPG Kuhkalb,2017-05-26,120132663958,75,CH120132663958,
650 - SPG Kuhkalb,2017-05-26,120125125449,75,CH120125125449,
650 - SPG Kuhkalb,2017-05-26,120134348402,75,CH120134348402,
650 - SPG Kuhkalb,2017-05-26,120129444805,75,CH120129444805,
650 - SPG Kuhkalb,2017-05-26,120127800801,75,CH120127800801,
650 - SPG Kuhkalb,2017-05-26,120132806577,75,CH120132806577,
650 - SPG Kuhkalb,2017-05-26,120135748690,75,CH120135748690,
650 - SPG Kuhkalb,2017-05-26,120131919780,75,CH120131919780,
650 - SPG Kuhkalb,2017-05-26,120133540609,75,CH120133540609,
650 - SPG Kuhkalb,2017-05-26,120133163723,75,CH120133163723,
650 - SPG Kuhkalb,2017-05-26,120129618855,75,CH120129618855,
650 - SPG Kuhkalb,2017-05-26,120136103986,75,CH120136103986,
650 - SPG Kuhkalb,2017-05-31,120136104501,65,CH120136104501,
640 - SPG Stierkalb,2017-05-31,120136104518,69,CH120136104518,
640 - SPG Stierkalb,2017-05-31,120132503483,70,CH120132503483,
640 - SPG Stierkalb,2017-05-31,120132600304,71,CH120132600304,
640 - SPG Stierkalb,2017-05-31,120132441044,73,CH120132441044,
650 - SPG Kuhkalb,2017-05-31,120123338568,75,CH120123338568,
650 - SPG Kuhkalb,2017-05-31,120131523543,75,CH120131523543,
650 - SPG Kuhkalb,2017-06-02,120136653702,60,CH120136653702,
650 - SPG Kuhkalb,2017-06-02,120129330702,61,CH120129330702,
650 - SPG Kuhkalb,2017-06-02,120123918869,63,CH120123918869,
640 - SPG Stierkalb,2017-06-02,120133693039,64,CH120133693039,
650 - SPG Kuhkalb,2017-06-02,120133693053,66,CH120133693053,
640 - SPG Stierkalb,2017-06-02,120133693060,67,CH120133693060,
650 - SPG Kuhkalb,2017-06-02,120128808684,67,CH120128808684,
640 - SPG Stierkalb,2017-06-02,120130306017,70,CH120130306017,
640 - SPG Stierkalb,2017-06-02,120131742036,70,CH120131742036,
640 - SPG Stierkalb,2017-06-02,120133320362,70,CH120133320362,
650 - SPG Kuhkalb,2017-06-02,120131272564,70,CH120131272564,
650 - SPG Kuhkalb,2017-06-02,120127202889,70,CH120127202889,
650 - SPG Kuhkalb,2017-06-02,120131742050,70,CH120131742050,
640 - SPG Stierkalb,2017-06-02,120132589418,71,CH120132589418,
640 - SPG Stierkalb,2017-06-02,120133320379,71,CH120133320379,
650 - SPG Kuhkalb,2017-06-02,120136653665,71,CH120136653665,
640 - SPG Stierkalb,2017-06-02,120135303608,72,CH120135303608,
650 - SPG Kuhkalb,2017-06-02,120123918876,72,CH120123918876,
640 - SPG Stierkalb,2017-06-02,120136653696,73,CH120136653696,
650 - SPG Kuhkalb,2017-06-02,120132589425,73,CH120132589425,
640 - SPG Stierkalb,2017-06-02,120127202902,74,CH120127202902,
650 - SPG Kuhkalb,2017-06-02,120136769564,74,CH120136769564,
640 - SPG Stierkalb,2017-06-02,120129905207,75,CH120129905207,
640 - SPG Stierkalb,2017-06-02,120130305997,75,CH120130305997,
640 - SPG Stierkalb,2017-06-02,120133705688,75,CH120133705688,
640 - SPG Stierkalb,2017-06-02,120134806391,75,CH120134806391,
640 - SPG Stierkalb,2017-06-02,120122078052,75,CH120122078052,
640 - SPG Stierkalb,2017-06-02,120135044730,75,CH120135044730,
640 - SPG Stierkalb,2017-06-02,120132714933,75,CH120132714933,
640 - SPG Stierkalb,2017-06-02,120132714940,75,CH120132714940,
640 - SPG Stierkalb,2017-06-02,120135057884,75,CH120135057884,
640 - SPG Stierkalb,2017-06-02,120135270320,75,CH120135270320,
640 - SPG Stierkalb,2017-06-02,120133920098,75,CH120133920098,
640 - SPG Stierkalb,2017-06-02,120133920081,75,CH120133920081,
640 - SPG Stierkalb,2017-06-02,120136235168,75,CH120136235168,
640 - SPG Stierkalb,2017-06-02,120122746814,75,CH120122746814,
640 - SPG Stierkalb,2017-06-02,120133340896,75,CH120133340896,
640 - SPG Stierkalb,2017-06-02,120126910754,75,CH120126910754,
640 - SPG Stierkalb,2017-06-02,120114438628,75,CH120114438628,
640 - SPG Stierkalb,2017-06-02,120114438635,75,CH120114438635,
640 - SPG Stierkalb,2017-06-02,120134506864,75,CH120134506864,
640 - SPG Stierkalb,2017-06-02,120128095947,75,CH120128095947,
640 - SPG Stierkalb,2017-06-02,120134614590,75,CH120134614590,
640 - SPG Stierkalb,2017-06-02,120130110867,75,CH120130110867,
640 - SPG Stierkalb,2017-06-02,120131286530,75,CH120131286530,
640 - SPG Stierkalb,2017-06-02,120127202872,75,CH120127202872,
640 - SPG Stierkalb,2017-06-02,120122575889,75,CH120122575889,
640 - SPG Stierkalb,2017-06-02,120124652366,75,CH120124652366,
640 - SPG Stierkalb,2017-06-02,120136087484,75,CH120136087484,
640 - SPG Stierkalb,2017-06-02,120131014805,75,CH120131014805,
640 - SPG Stierkalb,2017-06-02,120131014799,75,CH120131014799,
640 - SPG Stierkalb,2017-06-02,120133454326,75,CH120133454326,
640 - SPG Stierkalb,2017-06-02,120135712349,75,CH120135712349,
640 - SPG Stierkalb,2017-06-02,120129136908,75,CH120129136908,
640 - SPG Stierkalb,2017-06-02,120074765345,75,CH120074765345,
640 - SPG Stierkalb,2017-06-02,120132966295,75,CH120132966295,
640 - SPG Stierkalb,2017-06-02,120130563625,75,CH120130563625,
640 - SPG Stierkalb,2017-06-02,120135673923,75,CH120135673923,
640 - SPG Stierkalb,2017-06-02,120135303592,75,CH120135303592,
640 - SPG Stierkalb,2017-06-02,120134506123,75,CH120134506123,
640 - SPG Stierkalb,2017-06-02,120128675361,75,CH120128675361,
640 - SPG Stierkalb,2017-06-02,120132944903,75,CH120132944903,
640 - SPG Stierkalb,2017-06-02,120124571575,75,CH120124571575,
640 - SPG Stierkalb,2017-06-02,120131093046,75,CH120131093046,
640 - SPG Stierkalb,2017-06-02,120129713901,75,CH120129713901,
640 - SPG Stierkalb,2017-06-02,120131248576,75,CH120131248576,
640 - SPG Stierkalb,2017-06-02,120133077907,75,CH120133077907,
640 - SPG Stierkalb,2017-06-02,120130441831,75,CH120130441831,
640 - SPG Stierkalb,2017-06-02,120133476021,75,CH120133476021,
640 - SPG Stierkalb,2017-06-02,120129496767,75,CH120129496767,
640 - SPG Stierkalb,2017-06-02,120129496750,75,CH120129496750,
640 - SPG Stierkalb,2017-06-02,120119119140,75,CH120119119140,
650 - SPG Kuhkalb,2017-06-02,120132687770,75,CH120132687770,
650 - SPG Kuhkalb,2017-06-02,120133705695,75,CH120133705695,
650 - SPG Kuhkalb,2017-06-02,120131879466,75,CH120131879466,
650 - SPG Kuhkalb,2017-06-02,120131879473,75,CH120131879473,
650 - SPG Kuhkalb,2017-06-02,120133874698,75,CH120133874698,
650 - SPG Kuhkalb,2017-06-02,120132987313,75,CH120132987313,
650 - SPG Kuhkalb,2017-06-02,120123926369,75,CH120123926369,
650 - SPG Kuhkalb,2017-06-02,120132056620,75,CH120132056620,
650 - SPG Kuhkalb,2017-06-02,120127927539,75,CH120127927539,
650 - SPG Kuhkalb,2017-06-02,120128688316,75,CH120128688316,
650 - SPG Kuhkalb,2017-06-02,120131205937,75,CH120131205937,
650 - SPG Kuhkalb,2017-06-02,120130682203,75,CH120130682203,
650 - SPG Kuhkalb,2017-06-02,120134799822,75,CH120134799822,
650 - SPG Kuhkalb,2017-06-02,120136337329,75,CH120136337329,
650 - SPG Kuhkalb,2017-06-02,120134630996,75,CH120134630996,
650 - SPG Kuhkalb,2017-06-02,120131742043,75,CH120131742043,
650 - SPG Kuhkalb,2017-06-02,120130364628,75,CH120130364628,
650 - SPG Kuhkalb,2017-06-02,120129821309,75,CH120129821309,
650 - SPG Kuhkalb,2017-06-02,120131565154,75,CH120131565154,
650 - SPG Kuhkalb,2017-06-02,120126323707,75,CH120126323707,
650 - SPG Kuhkalb,2017-06-02,120134464881,75,CH120134464881,
650 - SPG Kuhkalb,2017-06-02,120133325237,75,CH120133325237,
650 - SPG Kuhkalb,2017-06-02,120130189740,75,CH120130189740,
650 - SPG Kuhkalb,2017-06-02,120136989160,75,CH120136989160,
650 - SPG Kuhkalb,2017-06-02,120133495992,75,CH120133495992,
640 - SPG Stierkalb,2017-06-09,120128326294,53,CH120128326294,
640 - SPG Stierkalb,2017-06-09,120136038615,60,CH120136038615,
640 - SPG Stierkalb,2017-06-09,120131690863,65,CH120131690863,
650 - SPG Kuhkalb,2017-06-09,120133874711,65,CH120133874711,
650 - SPG Kuhkalb,2017-06-09,120136038592,65,CH120136038592,
640 - SPG Stierkalb,2017-06-09,120131690870,66,CH120131690870,
650 - SPG Kuhkalb,2017-06-09,120126978839,66,CH120126978839,
650 - SPG Kuhkalb,2017-06-09,120127017988,67,CH120127017988,
650 - SPG Kuhkalb,2017-06-09,120132830114,67,CH120132830114,
650 - SPG Kuhkalb,2017-06-09,120131472513,68,CH120131472513,
650 - SPG Kuhkalb,2017-06-09,120134142024,68,CH120134142024,
640 - SPG Stierkalb,2017-06-09,120127131936,70,CH120127131936,
640 - SPG Stierkalb,2017-06-09,120132830107,70,CH120132830107,
650 - SPG Kuhkalb,2017-06-09,120131281924,70,CH120131281924,
650 - SPG Kuhkalb,2017-06-09,120123703403,70,CH120123703403,
650 - SPG Kuhkalb,2017-06-09,120121874594,70,CH120121874594,
640 - SPG Stierkalb,2017-06-09,120131472520,71,CH120131472520,
650 - SPG Kuhkalb,2017-06-09,120134647857,71,CH120134647857,
640 - SPG Stierkalb,2017-06-09,120132107131,72,CH120132107131,
640 - SPG Stierkalb,2017-06-09,120134660641,72,CH120134660641,
650 - SPG Kuhkalb,2017-06-09,120134647826,72,CH120134647826,
650 - SPG Kuhkalb,2017-06-09,120133626266,73,CH120133626266,
650 - SPG Kuhkalb,2017-06-09,120127960673,73,CH120127960673,
650 - SPG Kuhkalb,2017-06-09,120135293985,73,CH120135293985,
650 - SPG Kuhkalb,2017-06-09,120132056651,73,CH120132056651,
650 - SPG Kuhkalb,2017-06-09,120132224357,74,CH120132224357,
640 - SPG Stierkalb,2017-06-09,120130278284,75,CH120130278284,
640 - SPG Stierkalb,2017-06-09,120136719019,75,CH120136719019,
640 - SPG Stierkalb,2017-06-09,120123703410,75,CH120123703410,
640 - SPG Stierkalb,2017-06-09,120134383502,75,CH120134383502,
640 - SPG Stierkalb,2017-06-09,120131494591,75,CH120131494591,
640 - SPG Stierkalb,2017-06-09,120130129081,75,CH120130129081,
640 - SPG Stierkalb,2017-06-09,120136769588,75,CH120136769588,
640 - SPG Stierkalb,2017-06-09,120123926352,75,CH120123926352,
640 - SPG Stierkalb,2017-06-09,120132687794,75,CH120132687794,
640 - SPG Stierkalb,2017-06-09,120132107100,75,CH120132107100,
640 - SPG Stierkalb,2017-06-09,120134186592,75,CH120134186592,
640 - SPG Stierkalb,2017-06-09,120130199930,75,CH120130199930,
640 - SPG Stierkalb,2017-06-09,120130199947,75,CH120130199947,
640 - SPG Stierkalb,2017-06-09,120129540576,75,CH120129540576,
640 - SPG Stierkalb,2017-06-09,120129430228,75,CH120129430228,
640 - SPG Stierkalb,2017-06-09,120129430235,75,CH120129430235,
640 - SPG Stierkalb,2017-06-09,120130239216,75,CH120130239216,
640 - SPG Stierkalb,2017-06-09,120137005968,75,CH120137005968,
640 - SPG Stierkalb,2017-06-09,120131116578,75,CH120131116578,
640 - SPG Stierkalb,2017-06-09,120135649157,75,CH120135649157,
640 - SPG Stierkalb,2017-06-09,120131014843,75,CH120131014843,
640 - SPG Stierkalb,2017-06-09,120124573517,75,CH120124573517,
640 - SPG Stierkalb,2017-06-09,120131821632,75,CH120131821632,
640 - SPG Stierkalb,2017-06-09,120128924858,75,CH120128924858,
640 - SPG Stierkalb,2017-06-09,120136066137,75,CH120136066137,
640 - SPG Stierkalb,2017-06-09,120127160370,75,CH120127160370,
640 - SPG Stierkalb,2017-06-09,120127160394,75,CH120127160394,
640 - SPG Stierkalb,2017-06-09,120130248959,75,CH120130248959,
640 - SPG Stierkalb,2017-06-09,120136479760,75,CH120136479760,
640 - SPG Stierkalb,2017-06-09,120134348419,75,CH120134348419,
640 - SPG Stierkalb,2017-06-09,120134348426,75,CH120134348426,
640 - SPG Stierkalb,2017-06-09,120134714092,75,CH120134714092,
640 - SPG Stierkalb,2017-06-09,120132224364,75,CH120132224364,
640 - SPG Stierkalb,2017-06-09,120130874622,75,CH120130874622,
640 - SPG Stierkalb,2017-06-09,120130874646,75,CH120130874646,
640 - SPG Stierkalb,2017-06-09,120132601363,75,CH120132601363,
650 - SPG Kuhkalb,2017-06-09,120134425912,75,CH120134425912,
650 - SPG Kuhkalb,2017-06-09,120123703397,75,CH120123703397,
650 - SPG Kuhkalb,2017-06-09,120132669110,75,CH120132669110,
650 - SPG Kuhkalb,2017-06-09,120134186639,75,CH120134186639,
650 - SPG Kuhkalb,2017-06-09,120136809260,75,CH120136809260,
650 - SPG Kuhkalb,2017-06-09,120129430204,75,CH120129430204,
650 - SPG Kuhkalb,2017-06-09,120129430242,75,CH120129430242,
650 - SPG Kuhkalb,2017-06-09,120129430259,75,CH120129430259,
650 - SPG Kuhkalb,2017-06-09,120130239087,75,CH120130239087,
650 - SPG Kuhkalb,2017-06-09,120130239209,75,CH120130239209,
650 - SPG Kuhkalb,2017-06-09,120130239162,75,CH120130239162,
650 - SPG Kuhkalb,2017-06-09,120129404588,75,CH120129404588,
650 - SPG Kuhkalb,2017-06-09,120134647864,75,CH120134647864,
650 - SPG Kuhkalb,2017-06-09,120131277453,75,CH120131277453,
650 - SPG Kuhkalb,2017-06-09,120131116561,75,CH120131116561,
650 - SPG Kuhkalb,2017-06-09,120130506974,75,CH120130506974,
650 - SPG Kuhkalb,2017-06-09,120132650347,75,CH120132650347,
650 - SPG Kuhkalb,2017-06-09,120131014812,75,CH120131014812,
650 - SPG Kuhkalb,2017-06-09,120134831379,75,CH120134831379,
650 - SPG Kuhkalb,2017-06-09,120132987122,75,CH120132987122,
650 - SPG Kuhkalb,2017-06-09,120131821656,75,CH120131821656,
650 - SPG Kuhkalb,2017-06-09,120131821649,75,CH120131821649,
650 - SPG Kuhkalb,2017-06-09,120129496774,75,CH120129496774,
650 - SPG Kuhkalb,2017-06-09,120134348433,75,CH120134348433,
650 - SPG Kuhkalb,2017-06-09,120126609061,75,CH120126609061,
650 - SPG Kuhkalb,2017-06-09,120134714078,75,CH120134714078,
650 - SPG Kuhkalb,2017-06-09,120134714085,75,CH120134714085,
650 - SPG Kuhkalb,2017-06-09,120131856399,75,CH120131856399,
650 - SPG Kuhkalb,2017-06-09,120133338138,75,CH120133338138,
650 - SPG Kuhkalb,2017-06-09,120124653219,75,CH120124653219,
650 - SPG Kuhkalb,2017-06-09,120120762922,75,CH120120762922,
650 - SPG Kuhkalb,2017-06-09,120129931826,75,CH120129931826,
640 - SPG Stierkalb,2017-06-16,120133870973,48,CH120133870973,
640 - SPG Stierkalb,2017-06-16,120132687800,57,CH120132687800,
650 - SPG Kuhkalb,2017-06-16,120130874660,57,CH120130874660,
640 - SPG Stierkalb,2017-06-16,120135260017,62,CH120135260017,
640 - SPG Stierkalb,2017-06-16,120133320409,62,CH120133320409,
640 - SPG Stierkalb,2017-06-16,120134714115,62,CH120134714115,
650 - SPG Kuhkalb,2017-06-16,120129933415,62,CH120129933415,
650 - SPG Kuhkalb,2017-06-16,120120762977,65,CH120120762977,
650 - SPG Kuhkalb,2017-06-16,120123703427,67,CH120123703427,
640 - SPG Stierkalb,2017-06-16,120134856600,68,CH120134856600,
650 - SPG Kuhkalb,2017-06-16,120133693046,68,CH120133693046,
650 - SPG Kuhkalb,2017-06-16,120135330604,68,CH120135330604,
640 - SPG Stierkalb,2017-06-16,120128057730,69,CH120128057730,
640 - SPG Stierkalb,2017-06-16,120135631084,70,CH120135631084,
640 - SPG Stierkalb,2017-06-16,120131523659,71,CH120131523659,
640 - SPG Stierkalb,2017-06-16,120127511172,71,CH120127511172,
640 - SPG Stierkalb,2017-06-16,120130786277,71,CH120130786277,
640 - SPG Stierkalb,2017-06-16,120135909268,72,CH120135909268,
640 - SPG Stierkalb,2017-06-16,120126837471,73,CH120126837471,
640 - SPG Stierkalb,2017-06-16,120134714139,73,CH120134714139,
650 - SPG Kuhkalb,2017-06-16,120122575896,73,CH120122575896,
640 - SPG Stierkalb,2017-06-16,120130394984,75,CH120130394984,
640 - SPG Stierkalb,2017-06-16,120136122086,75,CH120136122086,
640 - SPG Stierkalb,2017-06-16,120135720344,75,CH120135720344,
640 - SPG Stierkalb,2017-06-16,120131523635,75,CH120131523635,
640 - SPG Stierkalb,2017-06-16,120131523628,75,CH120131523628,
640 - SPG Stierkalb,2017-06-16,120132706648,75,CH120132706648,
640 - SPG Stierkalb,2017-06-16,120130563342,75,CH120130563342,
640 - SPG Stierkalb,2017-06-16,120136024823,75,CH120136024823,
640 - SPG Stierkalb,2017-06-16,120123342138,75,CH120123342138,
640 - SPG Stierkalb,2017-06-16,120129499645,75,CH120129499645,
640 - SPG Stierkalb,2017-06-16,120133752590,75,CH120133752590,
640 - SPG Stierkalb,2017-06-16,120130239230,75,CH120130239230,
640 - SPG Stierkalb,2017-06-16,120134186622,75,CH120134186622,
640 - SPG Stierkalb,2017-06-16,120131272588,75,CH120131272588,
640 - SPG Stierkalb,2017-06-16,120120426466,75,CH120120426466,
640 - SPG Stierkalb,2017-06-16,120128849861,75,CH120128849861,
640 - SPG Stierkalb,2017-06-16,120136141421,75,CH120136141421,
640 - SPG Stierkalb,2017-06-16,120123703434,75,CH120123703434,
640 - SPG Stierkalb,2017-06-16,120132589432,75,CH120132589432,
640 - SPG Stierkalb,2017-06-16,120135912800,75,CH120135912800,
640 - SPG Stierkalb,2017-06-16,120133920050,75,CH120133920050,
640 - SPG Stierkalb,2017-06-16,120132893119,75,CH120132893119,
640 - SPG Stierkalb,2017-06-16,120134707179,75,CH120134707179,
640 - SPG Stierkalb,2017-06-16,120135896865,75,CH120135896865,
640 - SPG Stierkalb,2017-06-16,120137199964,75,CH120137199964,
640 - SPG Stierkalb,2017-06-16,120124989943,75,CH120124989943,
640 - SPG Stierkalb,2017-06-16,120129713932,75,CH120129713932,
640 - SPG Stierkalb,2017-06-16,120137055574,75,CH120137055574,
640 - SPG Stierkalb,2017-06-16,120129907997,75,CH120129907997,
640 - SPG Stierkalb,2017-06-16,120131127123,75,CH120131127123,
640 - SPG Stierkalb,2017-06-16,120127555282,75,CH120127555282,
640 - SPG Stierkalb,2017-06-16,120134714108,75,CH120134714108,
