Gattung,GewogenAm,TVDID,GewichtBezahlt,TVD,
640 - SPG Stierkalb,2017-04-28,120131014768,75,CH120131014768,
640 - SPG Stierkalb,2017-04-28,120129272569,75,CH120129272569,
640 - SPG Stierkalb,2017-04-28,120131517207,75,CH120131517207,
640 - SPG Stierkalb,2017-04-28,120131517214,75,CH120131517214,
640 - SPG Stierkalb,2017-04-28,120134741937,75,CH120134741937,
640 - SPG Stierkalb,2017-04-28,120134741951,75,CH120134741951,
640 - SPG Stierkalb,2017-04-28,120129189935,75,CH120129189935,
640 - SPG Stierkalb,2017-04-28,120129788114,75,CH120129788114,
640 - SPG Stierkalb,2017-04-28,120127568299,75,CH120127568299,
640 - SPG Stierkalb,2017-04-28,120135008398,75,CH120135008398,
640 - SPG Stierkalb,2017-04-28,120135282897,75,CH120135282897,
640 - SPG Stierkalb,2017-04-28,120127778179,75,CH120127778179,
640 - SPG Stierkalb,2017-04-28,120127778148,75,CH120127778148,
640 - SPG Stierkalb,2017-04-28,120130558911,75,CH120130558911,
640 - SPG Stierkalb,2017-04-28,120132239665,75,CH120132239665,
640 - SPG Stierkalb,2017-04-28,120129331099,75,CH120129331099,
640 - SPG Stierkalb,2017-04-28,120135784803,75,CH120135784803,
640 - SPG Stierkalb,2017-04-28,120121440195,75,CH120121440195,
640 - SPG Stierkalb,2017-04-28,120136066113,75,CH120136066113,
640 - SPG Stierkalb,2017-04-28,120131493778,75,CH120131493778,
640 - SPG Stierkalb,2017-04-28,120131338611,75,CH120131338611,
640 - SPG Stierkalb,2017-04-28,120129367739,75,CH120129367739,
640 - SPG Stierkalb,2017-04-28,120132350476,75,CH120132350476,
640 - SPG Stierkalb,2017-04-28,120128464415,75,CH120128464415,
640 - SPG Stierkalb,2017-04-28,120125775057,75,CH120125775057,
640 - SPG Stierkalb,2017-04-28,120133590222,75,CH120133590222,
650 - SPG Kuhkalb,2017-04-28,120132163519,75,CH120132163519,
650 - SPG Kuhkalb,2017-04-28,120127521898,75,CH120127521898,
650 - SPG Kuhkalb,2017-04-28,120132669066,75,CH120132669066,
650 - SPG Kuhkalb,2017-04-28,120130239100,75,CH120130239100,
650 - SPG Kuhkalb,2017-04-28,120126817459,75,CH120126817459,
650 - SPG Kuhkalb,2017-04-28,120132492169,75,CH120132492169,
650 - SPG Kuhkalb,2017-04-28,120123372333,75,CH120123372333,
650 - SPG Kuhkalb,2017-04-28,120129168541,75,CH120129168541,
650 - SPG Kuhkalb,2017-04-28,120133093488,75,CH120133093488,
650 - SPG Kuhkalb,2017-04-28,120130682135,75,CH120130682135,
650 - SPG Kuhkalb,2017-04-28,120132701551,75,CH120132701551,
650 - SPG Kuhkalb,2017-04-28,120135008381,75,CH120135008381,
650 - SPG Kuhkalb,2017-04-28,120135673879,75,CH120135673879,
650 - SPG Kuhkalb,2017-04-28,120135867186,75,CH120135867186,
650 - SPG Kuhkalb,2017-04-28,120126360344,75,CH120126360344,
650 - SPG Kuhkalb,2017-04-28,120131248484,75,CH120131248484,
650 - SPG Kuhkalb,2017-04-28,120132057511,75,CH120132057511,
650 - SPG Kuhkalb,2017-05-04,120132365456,47,CH120132365456,
640 - SPG Stierkalb,2017-05-04,120132005024,67,CH120132005024,
640 - SPG Stierkalb,2017-05-05,120133320331,55,CH120133320331,
640 - SPG Stierkalb,2017-05-05,120133320300,57,CH120133320300,
650 - SPG Kuhkalb,2017-05-05,120130328699,61,CH120130328699,
650 - SPG Kuhkalb,2017-05-05,120133038182,62,CH120133038182,
640 - SPG Stierkalb,2017-05-05,120133693015,64,CH120133693015,
650 - SPG Kuhkalb,2017-05-05,120129295674,66,CH120129295674,
650 - SPG Kuhkalb,2017-05-05,120134286049,66,CH120134286049,
640 - SPG Stierkalb,2017-05-05,120134732942,67,CH120134732942,
640 - SPG Stierkalb,2017-05-05,120126597801,67,CH120126597801,
640 - SPG Stierkalb,2017-05-05,120129981041,67,CH120129981041,
640 - SPG Stierkalb,2017-05-05,120134286056,67,CH120134286056,
640 - SPG Stierkalb,2017-05-05,120133320324,67,CH120133320324,
640 - SPG Stierkalb,2017-05-05,120129803404,67,CH120129803404,
640 - SPG Stierkalb,2017-05-05,120127542428,68,CH120127542428,
650 - SPG Kuhkalb,2017-05-05,120134976070,68,CH120134976070,
650 - SPG Kuhkalb,2017-05-05,120122575070,69,CH120122575070,
640 - SPG Stierkalb,2017-05-05,120125865550,70,CH120125865550,
640 - SPG Stierkalb,2017-05-05,120135270214,70,CH120135270214,
640 - SPG Stierkalb,2017-05-05,120131120278,70,CH120131120278,
640 - SPG Stierkalb,2017-05-05,120131288756,70,CH120131288756,
650 - SPG Kuhkalb,2017-05-05,120128339539,70,CH120128339539,
640 - SPG Stierkalb,2017-05-05,120129295681,71,CH120129295681,
650 - SPG Kuhkalb,2017-05-05,120131272519,71,CH120131272519,
640 - SPG Stierkalb,2017-05-05,120132858415,72,CH120132858415,
640 - SPG Stierkalb,2017-05-05,120129760318,72,CH120129760318,
650 - SPG Kuhkalb,2017-05-05,120130239377,72,CH120130239377,
650 - SPG Kuhkalb,2017-05-05,120135662934,72,CH120135662934,
640 - SPG Stierkalb,2017-05-05,120126597818,73,CH120126597818,
640 - SPG Stierkalb,2017-05-05,120133692995,73,CH120133692995,
640 - SPG Stierkalb,2017-05-05,120124315292,73,CH120124315292,
640 - SPG Stierkalb,2017-05-05,120120540148,73,CH120120540148,
640 - SPG Stierkalb,2017-05-05,120120540162,73,CH120120540162,
640 - SPG Stierkalb,2017-05-05,120130721643,73,CH120130721643,
650 - SPG Kuhkalb,2017-05-05,120122575056,73,CH120122575056,
650 - SPG Kuhkalb,2017-05-05,120122575063,73,CH120122575063,
650 - SPG Kuhkalb,2017-05-05,120132603015,73,CH120132603015,
640 - SPG Stierkalb,2017-05-05,120130608197,74,CH120130608197,
640 - SPG Stierkalb,2017-05-05,120131288749,74,CH120131288749,
650 - SPG Kuhkalb,2017-05-05,120136046535,74,CH120136046535,
650 - SPG Kuhkalb,2017-05-05,120132636211,74,CH120132636211,
650 - SPG Kuhkalb,2017-05-05,120134141942,74,CH120134141942,
650 - SPG Kuhkalb,2017-05-05,120131326540,74,CH120131326540,
640 - SPG Stierkalb,2017-05-05,120135949028,75,CH120135949028,
640 - SPG Stierkalb,2017-05-05,120130239124,75,CH120130239124,
640 - SPG Stierkalb,2017-05-05,120129041981,75,CH120129041981,
640 - SPG Stierkalb,2017-05-05,120123068069,75,CH120123068069,
640 - SPG Stierkalb,2017-05-05,120118923403,75,CH120118923403,
640 - SPG Stierkalb,2017-05-05,120118923397,75,CH120118923397,
640 - SPG Stierkalb,2017-05-05,120133410520,75,CH120133410520,
640 - SPG Stierkalb,2017-05-05,120116876572,75,CH120116876572,
640 - SPG Stierkalb,2017-05-05,120132107087,75,CH120132107087,
640 - SPG Stierkalb,2017-05-05,120128710345,75,CH120128710345,
640 - SPG Stierkalb,2017-05-05,120134463402,75,CH120134463402,
640 - SPG Stierkalb,2017-05-05,120131742012,75,CH120131742012,
640 - SPG Stierkalb,2017-05-05,120127202841,75,CH120127202841,
640 - SPG Stierkalb,2017-05-05,120135334121,75,CH120135334121,
640 - SPG Stierkalb,2017-05-05,120128577030,75,CH120128577030,
640 - SPG Stierkalb,2017-05-05,120130905715,75,CH120130905715,
640 - SPG Stierkalb,2017-05-05,120135270238,75,CH120135270238,
640 - SPG Stierkalb,2017-05-05,120129272583,75,CH120129272583,
640 - SPG Stierkalb,2017-05-05,120136225114,75,CH120136225114,
640 - SPG Stierkalb,2017-05-05,120134659331,75,CH120134659331,
640 - SPG Stierkalb,2017-05-05,120135418265,75,CH120135418265,
640 - SPG Stierkalb,2017-05-05,120134348396,75,CH120134348396,
640 - SPG Stierkalb,2017-05-05,120127568305,75,CH120127568305,
640 - SPG Stierkalb,2017-05-05,120133475994,75,CH120133475994,
640 - SPG Stierkalb,2017-05-05,120130154618,75,CH120130154618,
640 - SPG Stierkalb,2017-05-05,120120540155,75,CH120120540155,
640 - SPG Stierkalb,2017-05-05,120128756954,75,CH120128756954,
640 - SPG Stierkalb,2017-05-05,120125125401,75,CH120125125401,
640 - SPG Stierkalb,2017-05-05,120131821540,75,CH120131821540,
640 - SPG Stierkalb,2017-05-05,120131821564,75,CH120131821564,
640 - SPG Stierkalb,2017-05-05,120131821571,75,CH120131821571,
640 - SPG Stierkalb,2017-05-05,120119119126,75,CH120119119126,
640 - SPG Stierkalb,2017-05-05,120134495571,75,CH120134495571,
640 - SPG Stierkalb,2017-05-05,120134495588,75,CH120134495588,
640 - SPG Stierkalb,2017-05-05,120134495564,75,CH120134495564,
640 - SPG Stierkalb,2017-05-05,120130721636,75,CH120130721636,
640 - SPG Stierkalb,2017-05-05,120131288725,75,CH120131288725,
640 - SPG Stierkalb,2017-05-05,120130048672,75,CH120130048672,
640 - SPG Stierkalb,2017-05-05,120134819919,75,CH120134819919,
640 - SPG Stierkalb,2017-05-05,120134819926,75,CH120134819926,
640 - SPG Stierkalb,2017-05-05,120135667564,75,CH120135667564,
650 - SPG Kuhkalb,2017-05-05,120130239070,75,CH120130239070,
650 - SPG Kuhkalb,2017-05-05,120128780454,75,CH120128780454,
650 - SPG Kuhkalb,2017-05-05,120134799815,75,CH120134799815,
650 - SPG Kuhkalb,2017-05-05,120128239730,75,CH120128239730,
650 - SPG Kuhkalb,2017-05-05,120128239747,75,CH120128239747,
650 - SPG Kuhkalb,2017-05-05,120132056590,75,CH120132056590,
650 - SPG Kuhkalb,2017-05-05,120130199909,75,CH120130199909,
650 - SPG Kuhkalb,2017-05-05,120130298572,75,CH120130298572,
650 - SPG Kuhkalb,2017-05-05,120123342121,75,CH120123342121,
650 - SPG Kuhkalb,2017-05-05,120135205490,75,CH120135205490,
650 - SPG Kuhkalb,2017-05-05,120126910730,75,CH120126910730,
650 - SPG Kuhkalb,2017-05-05,120135270252,75,CH120135270252,
650 - SPG Kuhkalb,2017-05-05,120129874251,75,CH120129874251,
650 - SPG Kuhkalb,2017-05-05,120129147119,75,CH120129147119,
650 - SPG Kuhkalb,2017-05-05,120129411890,75,CH120129411890,
650 - SPG Kuhkalb,2017-05-05,120127040214,75,CH120127040214,
650 - SPG Kuhkalb,2017-05-05,120131441243,75,CH120131441243,
650 - SPG Kuhkalb,2017-05-05,120129858831,75,CH120129858831,
650 - SPG Kuhkalb,2017-05-05,120133325220,75,CH120133325220,
650 - SPG Kuhkalb,2017-05-05,120132987115,75,CH120132987115,
650 - SPG Kuhkalb,2017-05-05,120136416468,75,CH120136416468,
650 - SPG Kuhkalb,2017-05-05,120131120261,75,CH120131120261,
650 - SPG Kuhkalb,2017-05-05,120130154625,75,CH120130154625,
650 - SPG Kuhkalb,2017-05-05,120135629593,75,CH120135629593,
650 - SPG Kuhkalb,2017-05-05,120135629609,75,CH120135629609,
650 - SPG Kuhkalb,2017-05-05,120128756961,75,CH120128756961,
650 - SPG Kuhkalb,2017-05-05,120128756978,75,CH120128756978,
650 - SPG Kuhkalb,2017-05-05,120123699461,75,CH120123699461,
650 - SPG Kuhkalb,2017-05-05,120131221982,75,CH120131221982,
650 - SPG Kuhkalb,2017-05-12,120132371419,49,CH120132371419,
650 - SPG Kuhkalb,2017-05-12,120135030375,56,CH120135030375,
650 - SPG Kuhkalb,2017-05-12,120134741975,58,CH120134741975,
650 - SPG Kuhkalb,2017-05-12,120132215348,58,CH120132215348,
640 - SPG Stierkalb,2017-05-12,120133664022,60,CH120133664022,
640 - SPG Stierkalb,2017-05-12,120122806037,60,CH120122806037,
650 - SPG Kuhkalb,2017-05-12,120135270221,60,CH120135270221,
640 - SPG Stierkalb,2017-05-12,120134741968,63,CH120134741968,
640 - SPG Stierkalb,2017-05-12,120128990198,63,CH120128990198,
650 - SPG Kuhkalb,2017-05-12,120133482619,65,CH120133482619,
650 - SPG Kuhkalb,2017-05-12,120131492054,65,CH120131492054,
650 - SPG Kuhkalb,2017-05-12,120127502880,65,CH120127502880,
640 - SPG Stierkalb,2017-05-12,120128990204,66,CH120128990204,
650 - SPG Kuhkalb,2017-05-12,120129640450,66,CH120129640450,
650 - SPG Kuhkalb,2017-05-12,120133087760,66,CH120133087760,
650 - SPG Kuhkalb,2017-05-12,120133693022,67,CH120133693022,
640 - SPG Stierkalb,2017-05-12,120134084508,68,CH120134084508,
640 - SPG Stierkalb,2017-05-12,120135631077,68,CH120135631077,
650 - SPG Kuhkalb,2017-05-12,120134668364,68,CH120134668364,
650 - SPG Kuhkalb,2017-05-12,120134154812,69,CH120134154812,
650 - SPG Kuhkalb,2017-05-12,120136653672,69,CH120136653672,
650 - SPG Kuhkalb,2017-05-12,120127849152,69,CH120127849152,
640 - SPG Stierkalb,2017-05-12,120133482626,70,CH120133482626,
640 - SPG Stierkalb,2017-05-12,120126978822,70,CH120126978822,
640 - SPG Stierkalb,2017-05-12,120129857858,70,CH120129857858,
650 - SPG Kuhkalb,2017-05-12,120132224326,70,CH120132224326,
640 - SPG Stierkalb,2017-05-12,120135998514,71,CH120135998514,
650 - SPG Kuhkalb,2017-05-12,120133966430,71,CH120133966430,
640 - SPG Stierkalb,2017-05-12,120125640416,73,CH120125640416,
640 - SPG Stierkalb,2017-05-12,120129858848,73,CH120129858848,
650 - SPG Kuhkalb,2017-05-12,120119222406,73,CH120119222406,
650 - SPG Kuhkalb,2017-05-12,120135942937,73,CH120135942937,
650 - SPG Kuhkalb,2017-05-12,120133327989,74,CH120133327989,
640 - SPG Stierkalb,2017-05-12,120131349150,75,CH120131349150,
640 - SPG Stierkalb,2017-05-12,120132669073,75,CH120132669073,
640 - SPG Stierkalb,2017-05-12,120135998538,75,CH120135998538,
640 - SPG Stierkalb,2017-05-12,120133482596,75,CH120133482596,
640 - SPG Stierkalb,2017-05-12,120119993825,75,CH120119993825,
640 - SPG Stierkalb,2017-05-12,120113746021,75,CH120113746021,
640 - SPG Stierkalb,2017-05-12,120134979262,75,CH120134979262,
640 - SPG Stierkalb,2017-05-12,120127417085,75,CH120127417085,
640 - SPG Stierkalb,2017-05-12,120130239131,75,CH120130239131,
640 - SPG Stierkalb,2017-05-12,120126947934,75,CH120126947934,
640 - SPG Stierkalb,2017-05-12,120123703380,75,CH120123703380,
640 - SPG Stierkalb,2017-05-12,120131177098,75,CH120131177098,
640 - SPG Stierkalb,2017-05-12,120129996922,75,CH120129996922,
640 - SPG Stierkalb,2017-05-12,120129996946,75,CH120129996946,
640 - SPG Stierkalb,2017-05-12,120129168558,75,CH120129168558,
640 - SPG Stierkalb,2017-05-12,120130199916,75,CH120130199916,
640 - SPG Stierkalb,2017-05-12,120132057603,75,CH120132057603,
640 - SPG Stierkalb,2017-05-12,120130283264,75,CH120130283264,
640 - SPG Stierkalb,2017-05-12,120129540569,75,CH120129540569,
640 - SPG Stierkalb,2017-05-12,120131205920,75,CH120131205920,
640 - SPG Stierkalb,2017-05-12,120131629658,75,CH120131629658,
640 - SPG Stierkalb,2017-05-12,120133838393,75,CH120133838393,
640 - SPG Stierkalb,2017-05-12,120119868659,75,CH120119868659,
640 - SPG Stierkalb,2017-05-12,120119868666,75,CH120119868666,
640 - SPG Stierkalb,2017-05-12,120132851508,75,CH120132851508,
640 - SPG Stierkalb,2017-05-12,120123372340,75,CH120123372340,
640 - SPG Stierkalb,2017-05-12,120134396069,75,CH120134396069,
640 - SPG Stierkalb,2017-05-12,120132190447,75,CH120132190447,
640 - SPG Stierkalb,2017-05-12,120132441082,75,CH120132441082,
640 - SPG Stierkalb,2017-05-12,120136277977,75,CH120136277977,
640 - SPG Stierkalb,2017-05-12,120133870652,75,CH120133870652,
640 - SPG Stierkalb,2017-05-12,120125125425,75,CH120125125425,
640 - SPG Stierkalb,2017-05-12,120124667346,75,CH120124667346,
640 - SPG Stierkalb,2017-05-12,120123768570,75,CH120123768570,
640 - SPG Stierkalb,2017-05-12,120130563601,75,CH120130563601,
640 - SPG Stierkalb,2017-05-12,120132224333,75,CH120132224333,
640 - SPG Stierkalb,2017-05-12,120131665250,75,CH120131665250,
640 - SPG Stierkalb,2017-05-12,120136103979,75,CH120136103979,
640 - SPG Stierkalb,2017-05-12,120136104013,75,CH120136104013,
640 - SPG Stierkalb,2017-05-12,120135535733,75,CH120135535733,
650 - SPG Kuhkalb,2017-05-12,120132589395,75,CH120132589395,
650 - SPG Kuhkalb,2017-05-12,120129607613,75,CH120129607613,
650 - SPG Kuhkalb,2017-05-12,120129607606,75,CH120129607606,
650 - SPG Kuhkalb,2017-05-12,120130786239,75,CH120130786239,
650 - SPG Kuhkalb,2017-05-12,120130239407,75,CH120130239407,
650 - SPG Kuhkalb,2017-05-12,120126947958,75,CH120126947958,
650 - SPG Kuhkalb,2017-05-12,120132057597,75,CH120132057597,
650 - SPG Kuhkalb,2017-05-12,120129871953,75,CH120129871953,
650 - SPG Kuhkalb,2017-05-12,120129768987,75,CH120129768987,
650 - SPG Kuhkalb,2017-05-12,120129768994,75,CH120129768994,
650 - SPG Kuhkalb,2017-05-12,120134878596,75,CH120134878596,
650 - SPG Kuhkalb,2017-05-12,120133338633,75,CH120133338633,
650 - SPG Kuhkalb,2017-05-12,120127417641,75,CH120127417641,
650 - SPG Kuhkalb,2017-05-12,120132246434,75,CH120132246434,
650 - SPG Kuhkalb,2017-05-12,120121335668,75,CH120121335668,
650 - SPG Kuhkalb,2017-05-12,120129324510,75,CH120129324510,
650 - SPG Kuhkalb,2017-05-12,120129324527,75,CH120129324527,
650 - SPG Kuhkalb,2017-05-12,120133327965,75,CH120133327965,
650 - SPG Kuhkalb,2017-05-12,120128653208,75,CH120128653208,
650 - SPG Kuhkalb,2017-05-12,120128855244,75,CH120128855244,
650 - SPG Kuhkalb,2017-05-12,120136071469,75,CH120136071469,
650 - SPG Kuhkalb,2017-05-12,120128992871,75,CH120128992871,
650 - SPG Kuhkalb,2017-05-12,120128696878,75,CH120128696878,
650 - SPG Kuhkalb,2017-05-12,120131014775,75,CH120131014775,
650 - SPG Kuhkalb,2017-05-12,120136349629,75,CH120136349629,
650 - SPG Kuhkalb,2017-05-12,120136349643,75,CH120136349643,
650 - SPG Kuhkalb,2017-05-12,120128432605,75,CH120128432605,
650 - SPG Kuhkalb,2017-05-12,120133178888,75,CH120133178888,
650 - SPG Kuhkalb,2017-05-12,120125125418,75,CH120125125418,
650 - SPG Kuhkalb,2017-05-12,120133338114,75,CH120133338114,
650 - SPG Kuhkalb,2017-05-12,120128951984,75,CH120128951984,
650 - SPG Kuhkalb,2017-05-12,120127455551,75,CH120127455551,
650 - SPG Kuhkalb,2017-05-12,120133935344,75,CH120133935344,
650 - SPG Kuhkalb,2017-05-12,120127992308,75,CH120127992308,
650 - SPG Kuhkalb,2017-05-12,120127831409,75,CH120127831409,
650 - SPG Kuhkalb,2017-05-12,120065340667,75,CH120065340667,
650 - SPG Kuhkalb,2017-05-12,120135869357,75,CH120135869357,
650 - SPG Kuhkalb,2017-05-12,120128621306,75,CH120128621306,
650 - SPG Kuhkalb,2017-05-12,120135041586,75,CH120135041586,
650 - SPG Kuhkalb,2017-05-12,120127863189,75,CH120127863189,
650 - SPG Kuhkalb,2017-05-12,120125380534,75,CH120125380534,
650 - SPG Kuhkalb,2017-05-12,120122806044,75,CH120122806044,
640 - SPG Stierkalb,2017-05-18,120131771883,75,CH120131771883,
650 - SPG Kuhkalb,2017-05-18,120132396580,75,CH120132396580,
650 - SPG Kuhkalb,2017-05-19,120129723214,55,CH120129723214,
640 - SPG Stierkalb,2017-05-19,120132301652,61,CH120132301652,
650 - SPG Kuhkalb,2017-05-19,120134649776,62,CH120134649776,
640 - SPG Stierkalb,2017-05-19,120130917671,65,CH120130917671,
650 - SPG Kuhkalb,2017-05-19,120134649783,65,CH120134649783,
650 - SPG Kuhkalb,2017-05-19,120135998545,66,CH120135998545,
640 - SPG Stierkalb,2017-05-19,120126920340,68,CH120126920340,
640 - SPG Stierkalb,2017-05-19,120123768624,69,CH120123768624,
650 - SPG Kuhkalb,2017-05-19,120131665298,69,CH120131665298,
640 - SPG Stierkalb,2017-05-19,120128951991,70,CH120128951991,
650 - SPG Kuhkalb,2017-05-19,120135732781,70,CH120135732781,
650 - SPG Kuhkalb,2017-05-19,120130272459,70,CH120130272459,
650 - SPG Kuhkalb,2017-05-19,120127203831,70,CH120127203831,
640 - SPG Stierkalb,2017-05-19,120132441068,71,CH120132441068,
640 - SPG Stierkalb,2017-05-19,120136241879,72,CH120136241879,
640 - SPG Stierkalb,2017-05-19,120131185901,72,CH120131185901,
640 - SPG Stierkalb,2017-05-19,120133476007,72,CH120133476007,
650 - SPG Kuhkalb,2017-05-19,120135655455,72,CH120135655455,
640 - SPG Stierkalb,2017-05-19,120134506116,73,CH120134506116,
650 - SPG Kuhkalb,2017-05-19,120132830084,73,CH120132830084,
650 - SPG Kuhkalb,2017-05-19,120122575865,73,CH120122575865,
650 - SPG Kuhkalb,2017-05-19,120134433573,73,CH120134433573,
650 - SPG Kuhkalb,2017-05-19,120131127093,73,CH120131127093,
640 - SPG Stierkalb,2017-05-19,120123372364,74,CH120123372364,
640 - SPG Stierkalb,2017-05-19,120129404571,74,CH120129404571,
650 - SPG Kuhkalb,2017-05-19,120124637240,74,CH120124637240,
650 - SPG Kuhkalb,2017-05-19,120128995513,74,CH120128995513,
640 - SPG Stierkalb,2017-05-19,120132830091,75,CH120132830091,
640 - SPG Stierkalb,2017-05-19,120130354322,75,CH120130354322,
640 - SPG Stierkalb,2017-05-19,120127202858,75,CH120127202858,
640 - SPG Stierkalb,2017-05-19,120131272557,75,CH120131272557,
640 - SPG Stierkalb,2017-05-19,120133752583,75,CH120133752583,
640 - SPG Stierkalb,2017-05-19,120132567348,75,CH120132567348,
640 - SPG Stierkalb,2017-05-19,120131873020,75,CH120131873020,
640 - SPG Stierkalb,2017-05-19,120131873037,75,CH120131873037,
640 - SPG Stierkalb,2017-05-19,120132441075,75,CH120132441075,
640 - SPG Stierkalb,2017-05-19,120130239186,75,CH120130239186,
640 - SPG Stierkalb,2017-05-19,120128402257,75,CH120128402257,
640 - SPG Stierkalb,2017-05-19,120134668371,75,CH120134668371,
640 - SPG Stierkalb,2017-05-19,120132600229,75,CH120132600229,
640 - SPG Stierkalb,2017-05-19,120134433580,75,CH120134433580,
640 - SPG Stierkalb,2017-05-19,120134630972,75,CH120134630972,
640 - SPG Stierkalb,2017-05-19,120128710352,75,CH120128710352,
640 - SPG Stierkalb,2017-05-19,120137017619,75,CH120137017619,
640 - SPG Stierkalb,2017-05-19,120134396076,75,CH120134396076,
640 - SPG Stierkalb,2017-05-19,120132216147,75,CH120132216147,
640 - SPG Stierkalb,2017-05-19,120129402089,75,CH120129402089,
640 - SPG Stierkalb,2017-05-19,120133454272,75,CH120133454272,
640 - SPG Stierkalb,2017-05-19,120133454296,75,CH120133454296,
640 - SPG Stierkalb,2017-05-19,120129404564,75,CH120129404564,
640 - SPG Stierkalb,2017-05-19,120130341452,75,CH120130341452,
640 - SPG Stierkalb,2017-05-19,120136394865,75,CH120136394865,
640 - SPG Stierkalb,2017-05-19,120128962164,75,CH120128962164,
640 - SPG Stierkalb,2017-05-19,120135608222,75,CH120135608222,
640 - SPG Stierkalb,2017-05-19,120132592647,75,CH120132592647,
640 - SPG Stierkalb,2017-05-19,120131128274,75,CH120131128274,
640 - SPG Stierkalb,2017-05-19,120135539960,75,CH120135539960,
640 - SPG Stierkalb,2017-05-19,120131410157,75,CH120131410157,
640 - SPG Stierkalb,2017-05-19,120123314678,75,CH120123314678,
640 - SPG Stierkalb,2017-05-19,120130820506,75,CH120130820506,
640 - SPG Stierkalb,2017-05-19,120124967514,75,CH120124967514,
640 - SPG Stierkalb,2017-05-19,120131821625,75,CH120131821625,
640 - SPG Stierkalb,2017-05-19,120129136878,75,CH120129136878,
640 - SPG Stierkalb,2017-05-19,120129713895,75,CH120129713895,
640 - SPG Stierkalb,2017-05-19,120129144354,75,CH120129144354,
640 - SPG Stierkalb,2017-05-19,120135330574,75,CH120135330574,
640 - SPG Stierkalb,2017-05-19,120126349868,75,CH120126349868,
640 - SPG Stierkalb,2017-05-19,120135274878,75,CH120135274878,
640 - SPG Stierkalb,2017-05-19,120125459667,75,CH120125459667,
640 - SPG Stierkalb,2017-05-19,120135535740,75,CH120135535740,
640 - SPG Stierkalb,2017-05-19,120135867223,75,CH120135867223,
640 - SPG Stierkalb,2017-05-19,120135867230,75,CH120135867230,
640 - SPG Stierkalb,2017-05-19,120135418289,75,CH120135418289,
640 - SPG Stierkalb,2017-05-19,120135418302,75,CH120135418302,
640 - SPG Stierkalb,2017-05-19,120133627409,75,CH120133627409,
640 - SPG Stierkalb,2017-05-19,120066013973,75,CH120066013973,
640 - SPG Stierkalb,2017-05-19,120131600053,75,CH120131600053,
640 - SPG Stierkalb,2017-05-19,120131127109,75,CH120131127109,
640 - SPG Stierkalb,2017-05-19,120130154649,75,CH120130154649,
640 - SPG Stierkalb,2017-05-19,120130154632,75,CH120130154632,
650 - SPG Kuhkalb,2017-05-19,120124483267,75,CH120124483267,
650 - SPG Kuhkalb,2017-05-19,120131272533,75,CH120131272533,
650 - SPG Kuhkalb,2017-05-19,120131116554,75,CH120131116554,
650 - SPG Kuhkalb,2017-05-19,120135912749,75,CH120135912749,
650 - SPG Kuhkalb,2017-05-19,120130298589,75,CH120130298589,
650 - SPG Kuhkalb,2017-05-19,120136809369,75,CH120136809369,
650 - SPG Kuhkalb,2017-05-19,120123703366,75,CH120123703366,
650 - SPG Kuhkalb,2017-05-19,120123703373,75,CH120123703373,
650 - SPG Kuhkalb,2017-05-19,120130770825,75,CH120130770825,
650 - SPG Kuhkalb,2017-05-19,120124273257,75,CH120124273257,
650 - SPG Kuhkalb,2017-05-19,120124273264,75,CH120124273264,
650 - SPG Kuhkalb,2017-05-19,120118100651,75,CH120118100651,
650 - SPG Kuhkalb,2017-05-19,120129402072,75,CH120129402072,
650 - SPG Kuhkalb,2017-05-19,120134923487,75,CH120134923487,
650 - SPG Kuhkalb,2017-05-19,120136046528,75,CH120136046528,
650 - SPG Kuhkalb,2017-05-19,120136046542,75,CH120136046542,
650 - SPG Kuhkalb,2017-05-19,120136046559,75,CH120136046559,
650 - SPG Kuhkalb,2017-05-19,120136687264,75,CH120136687264,
650 - SPG Kuhkalb,2017-05-19,120135189745,75,CH120135189745,
650 - SPG Kuhkalb,2017-05-19,120122882659,75,CH120122882659,
650 - SPG Kuhkalb,2017-05-19,120113233798,75,CH120113233798,
650 - SPG Kuhkalb,2017-05-19,120135972828,75,CH120135972828,
650 - SPG Kuhkalb,2017-05-19,120135972835,75,CH120135972835,
650 - SPG Kuhkalb,2017-05-19,120132110766,75,CH120132110766,
650 - SPG Kuhkalb,2017-05-19,120133342777,75,CH120133342777,
650 - SPG Kuhkalb,2017-05-19,120133245870,75,CH120133245870,
650 - SPG Kuhkalb,2017-05-19,120133245887,75,CH120133245887,
650 - SPG Kuhkalb,2017-05-19,120130509388,75,CH120130509388,
650 - SPG Kuhkalb,2017-05-19,120134221194,75,CH120134221194,
650 - SPG Kuhkalb,2017-05-19,120124637202,75,CH120124637202,
650 - SPG Kuhkalb,2017-05-19,120122669687,75,CH120122669687,
640 - SPG Stierkalb,2017-05-22,120122575872,75,CH120122575872,
650 - SPG Kuhkalb,2017-05-26,120133178901,55,CH120133178901,
650 - SPG Kuhkalb,2017-05-26,120127800795,65,CH120127800795,
640 - SPG Stierkalb,2017-05-26,120135330598,67,CH120135330598,
650 - SPG Kuhkalb,2017-05-26,120132463107,67,CH120132463107,
650 - SPG Kuhkalb,2017-05-26,120129144378,70,CH120129144378,
640 - SPG Stierkalb,2017-05-26,120136264649,71,CH120136264649,
640 - SPG Stierkalb,2017-05-26,120134433870,71,CH120134433870,
640 - SPG Stierkalb,2017-05-26,120132684052,72,CH120132684052,
